3.338407345795281755e-01 1.134885574322398449e+00 1.602451922898601424e+02 2.280962333174525902e+00 2.891971633847748580e-01 1.039646195096584513e+00 2.639652513239665321e+00
3.338407343524690263e-01 1.134885570063689064e+00 1.602451906361104932e+02 2.280962393577640857e+00 2.891971630867896659e-01 1.039646182517699913e+00 2.639652578361149970e+00
3.338407342582496162e-01 1.134885532652833318e+00 1.602451860552108940e+02 2.280962658740790516e+00 2.891971595505724579e-01 1.039646106189239472e+00 2.639652893471969630e+00
3.338407321162739638e-01 1.134885444405663968e+00 1.602451810192058872e+02 2.280963076489253893e+00 2.891971486806284020e-01 1.039645954955170648e+00 2.639653423656835862e+00
3.338407249299723545e-01 1.134885292955151170e+00 1.602451753684910898e+02 2.280963658454740361e+00 2.891971267410299307e-01 1.039645714817428734e+00 2.639654191405168326e+00
3.338407106675493341e-01 1.134885078344519238e+00 1.602451688071856779e+02 2.280964386848140624e+00 2.891970914720395913e-01 1.039645386323623244e+00 2.639655181488381075e+00
3.338406883070281217e-01 1.134884814120440177e+00 1.602451611827683280e+02 2.280965208036988212e+00 2.891970424058685762e-01 1.039644988166447348e+00 2.639656331196339245e+00
3.338406580038611460e-01 1.134884518805266973e+00 1.602451523206817683e+02 2.280966069182612799e+00 2.891969807253959579e-01 1.039644544992679664e+00 2.639657573740644914e+00
3.338406164330569026e-01 1.134884176380033027e+00 1.602451410856748168e+02 2.280967024120236442e+00 2.891969011164455816e-01 1.039644031516073097e+00 2.639658989567684966e+00
3.338405568458530648e-01 1.134883758897129447e+00 1.602451256757649674e+02 2.280968152304793328e+00 2.891967932790295293e-01 1.039643405690693134e+00 2.639660704942670133e+00
3.338404261134669815e-01 1.134883013925462869e+00 1.602450934884365950e+02 2.280970120190652040e+00 2.891965733570393549e-01 1.039642294019891944e+00 2.639663781349161908e+00
3.338402369527718738e-01 1.134882146878605669e+00 1.602450431906138135e+02 2.280972479119767193e+00 2.891962751263532638e-01 1.039640990529681286e+00 2.639667540137157431e+00
3.338399725141718566e-01 1.134881209788302536e+00 1.602449762307378762e+02 2.280975192065365142e+00 2.891958994772361735e-01 1.039639621718053686e+00 2.639671833080380559e+00
3.338396360529999884e-01 1.134880304238424564e+00 1.602448918754722058e+02 2.280978223969905461e+00 2.891954724269550359e-01 1.039638361231940200e+00 2.639676438141595582e+00
3.338392252898730317e-01 1.134879454180726110e+00 1.602447820146821584e+02 2.280981783629307369e+00 2.891950026642706728e-01 1.039637247614932480e+00 2.639681500934242031e+00
3.338345970434047905e-01 1.134873284687998307e+00 1.602440522940136987e+02 2.281023347592148642e+00 2.891908791282543634e-01 1.039631926859066802e+00 2.639731073338108747e+00
