3.338407345795281755e-01 1.134885574322398449e+00 1.602451922898601424e+02 2.280962333174525902e+00 2.891971633847748580e-01 1.039646195096584513e+00 2.639652513239665321e+00
3.334773831441679715e-01 1.075114135686281225e+00 1.583602208307294745e+02 2.884534023916556666e+00 2.879265297765448706e-01 9.489844569502086102e-01 3.342768415427664230e+00
3.117400009407824135e-01 9.176867538086382892e-01 1.540143362280708175e+02 4.119108400575069773e+00 2.688290853801788560e-01 7.712346946849809592e-01 4.901470652402521999e+00
2.690624716042853137e-01 7.600801872532031433e-01 1.449540467682757594e+02 5.759403287440065355e+00 2.374013817345523025e-01 6.256322364254909285e-01 7.124195538243869308e+00
2.294700815866313470e-01 6.498416322159755731e-01 1.361039332433518894e+02 7.448463866095659469e+00 2.060516471707159458e-01 5.262261537543782008e-01 9.691149827232937497e+00
2.005523292141830338e-01 5.803338995271118961e-01 1.273678304131741186e+02 8.995356854009166625e+00 1.832027665337727929e-01 4.674354217095942898e-01 1.215898984533772875e+01
1.811024599104257560e-01 5.412804788933335276e-01 1.202464889821300886e+02 1.037963086249318501e+01 1.659372699504564619e-01 4.301685846726013840e-01 1.451554258528799934e+01
1.688990999228652812e-01 5.178363188380920024e-01 1.133546474620087849e+02 1.146618896006396326e+01 1.553243169411007985e-01 4.087684161015886497e-01 1.644416294239523424e+01
1.611875711402705746e-01 5.040628970696522382e-01 1.073721133310080091e+02 1.234639523184535825e+01 1.480624156601196284e-01 3.947981595250902864e-01 1.803874260470808011e+01
1.552999219126996733e-01 4.939260471470018898e-01 1.017545668003312471e+02 1.315973993185917301e+01 1.425906504412807196e-01 3.851790425508622717e-01 1.951685069166505571e+01
1.518356064784458503e-01 4.873390246723144359e-01 9.626399224551995815e+01 1.387410411118342068e+01 1.387469924187262615e-01 3.773035105408655276e-01 2.083209564383716739e+01
1.489159341267038139e-01 4.796839479578922094e-01 9.143692218784937609e+01 1.459076693996461316e+01 1.354448692481463046e-01 3.691038782780389216e-01 2.209832427536335331e+01
1.450635125106354562e-01 4.698873248465620933e-01 8.589225799228941582e+01 1.547425414434856883e+01 1.313565771070191457e-01 3.599923807908291251e-01 2.349015464042346224e+01
1.395449887194721850e-01 4.541909104827392962e-01 8.126693576618916381e+01 1.673810131619400110e+01 1.248930401152118785e-01 3.429384735349808588e-01 2.545016392755908541e+01
1.336794211822339706e-01 4.379053036911295660e-01 7.712348633580569413e+01 1.826494779396121260e+01 1.182801524390812015e-01 3.264564036839242567e-01 2.778359887264277006e+01
1.238376678712804213e-01 4.119890055232937609e-01 6.952193268030477213e+01 2.185340131499210514e+01 1.064994056926313049e-01 3.039389011356330994e-01 3.212573010711822263e+01
