1.435625930917593385e-01 4.294901361209029766e-01 7.787664949259155378e+01 3.412834635094076674e+01 9.458285557986717551e-02 2.393771111313642563e-01 7.176951600799038999e+01
1.435625929808831136e-01 4.294901357996855906e-01 7.787664943409527041e+01 3.412834637807030447e+01 9.458285556712538178e-02 2.393771111118853101e-01 7.176951602309655698e+01
1.435625928629663262e-01 4.294901354743341781e-01 7.787664935338746375e+01 3.412834641000334557e+01 9.458285555700729486e-02 2.393771111027714338e-01 7.176951605762957342e+01
1.435625928516745253e-01 4.294901354447676067e-01 7.787664932824714015e+01 3.412834641917098111e+01 9.458285554268254514e-02 2.393771110534063662e-01 7.176951610026907247e+01
1.435625928109620641e-01 4.294901353401304189e-01 7.787664932015398733e+01 3.412834643677785351e+01 9.458285548728972980e-02 2.393771108907999934e-01 7.176951617194833943e+01
1.435625926337215919e-01 4.294901348940396990e-01 7.787664929238576406e+01 3.412834648722029840e+01 9.458285536273540461e-02 2.393771105772324048e-01 7.176951629406732991e+01
1.435625922355421580e-01 4.294901339103068816e-01 7.787664921089378822e+01 3.412834659600287779e+01 9.458285514863641608e-02 2.393771101013719982e-01 7.176951649428001190e+01
1.435625915734505542e-01 4.294901323008104010e-01 7.787664904855442671e+01 3.412834678197167193e+01 9.458285484133276133e-02 2.393771094886749107e-01 7.176951680013040402e+01
1.435625904999339730e-01 4.294901296927775558e-01 7.787664873998696180e+01 3.412834709392516430e+01 9.458285440758978924e-02 2.393771087028826738e-01 7.176951728071249192e+01
1.435625887370476084e-01 4.294901253908444683e-01 7.787664816469833795e+01 3.412834762496026997e+01 9.458285377868806687e-02 2.393771076601658165e-01 7.176951807428768859e+01
1.435625842364732230e-01 4.294901142998288068e-01 7.787664650698718560e+01 3.412834903057209601e+01 9.458285239806793476e-02 2.393771055891043553e-01 7.176952015818882558e+01
1.435625766542856507e-01 4.294900952227428403e-01 7.787664332216525054e+01 3.412835150227770953e+01 9.458285045476988451e-02 2.393771029499339176e-01 7.176952385446317351e+01
1.435625644470428230e-01 4.294900640598967589e-01 7.787663773664105804e+01 3.412835551829154923e+01 9.458284783801317042e-02 2.393770996686548358e-01 7.176952994083970339e+01
1.435625467183143100e-01 4.294900180612670204e-01 7.787662900459825721e+01 3.412836137372169532e+01 9.458284464704518057e-02 2.393770957234678531e-01 7.176953909494984885e+01
1.435625223955173946e-01 4.294899537359541108e-01 7.787661614391470266e+01 3.412836946173427322e+01 9.458284091023737294e-02 2.393770907194177622e-01 7.176955226785983655e+01
1.435622320960189546e-01 4.294892173562216975e-01 7.787645524883441794e+01 3.412846078964745544e+01 9.458280240742578115e-02 2.393770353409783169e-01 7.176972614308269272e+01
