1.454579506706287495e-01 4.354309166061093306e-01 7.926183952944781197e+01 3.360035046180886553e+01 9.674887439747234530e-02 2.484581886802190165e-01 6.757265376611472618e+01
1.454579505556811703e-01 4.354309162731490046e-01 7.926183946756150078e+01 3.360035048857660200e+01 9.674887438471720114e-02 2.484581886607082624e-01 6.757265378010418999e+01
1.454579504377723209e-01 4.354309159495922121e-01 7.926183938238722249e+01 3.360035051966040243e+01 9.674887437529157419e-02 2.484581886525101813e-01 6.757265381253517944e+01
1.454579504230292253e-01 4.354309159097567994e-01 7.926183935377234491e+01 3.360035052987487347e+01 9.674887435941596781e-02 2.484581885966375137e-01 6.757265385365258226e+01
1.454579503805323304e-01 4.354309158004853186e-01 7.926183934495811911e+01 3.360035054694526480e+01 9.674887429983891618e-02 2.484581884206575608e-01 6.757265392270713278e+01
1.454579501959534782e-01 4.354309153341454075e-01 7.926183931404526106e+01 3.360035059837208848e+01 9.674887417085412111e-02 2.484581880942592635e-01 6.757265403997425324e+01
1.454579497843646874e-01 4.354309143157065742e-01 7.926183922461544284e+01 3.360035070785372113e+01 9.674887395398855394e-02 2.484581876114747290e-01 6.757265423242876068e+01
1.454579490960625776e-01 4.354309126385235706e-01 7.926183904392688362e+01 3.360035089656260965e+01 9.674887364772667697e-02 2.484581870027037509e-01 6.757265452812866613e+01
1.454579479890943661e-01 4.354309099474184541e-01 7.926183870348137361e+01 3.360035121108906964e+01 9.674887322469330475e-02 2.484581862426935017e-01 6.757265499398612008e+01
1.454579461685911734e-01 4.354309055010900931e-01 7.926183806746863070e+01 3.360035174691513760e+01 9.674887261965406382e-02 2.484581852505854949e-01 6.757265576954910102e+01
1.454579415271704534e-01 4.354308940610866485e-01 7.926183623695550295e+01 3.360035316456882271e+01 9.674887131583198574e-02 2.484581833180194155e-01 6.757265782580699920e+01
1.454579337063251487e-01 4.354308743850561769e-01 7.926183272685129566e+01 3.360035566242426341e+01 9.674886951294912885e-02 2.484581808627359112e-01 6.757266152008224935e+01
1.454579211156942220e-01 4.354308422583565985e-01 7.926182656431431894e+01 3.360035972192975606e+01 9.674886712138613953e-02 2.484581777838684447e-01 6.757266765271054965e+01
1.454579028355062476e-01 4.354307948686471086e-01 7.926181692447094917e+01 3.360036564305433160e+01 9.674886422825323962e-02 2.484581738993190680e-01 6.757267695717891343e+01
1.454578777252049093e-01 4.354307285269883310e-01 7.926180271707340808e+01 3.360037383274210043e+01 9.674886082155510769e-02 2.484581685303665077e-01 6.757269047169360476e+01
1.454575788976667228e-01 4.354299723457933369e-01 7.926162172915145732e+01 3.360046633982346265e+01 9.674882597663179984e-02 2.484581049728227520e-01 6.757286955327154487e+01
