3.197486944603787351e-01 1.186339600618481427e+00 2.081602105725755507e+02 5.047334900989174145e+00 2.638325945551213136e-01 1.065719529133085430e+00 7.587583404998336611e+00
3.140834044308006279e-01 1.174244959228744278e+00 1.765510468216750155e+02 6.552174309056876034e+00 2.550863049054228893e-01 1.004739038087395286e+00 8.743941692234628249e+00
2.915448360244629056e-01 1.091556716976656016e+00 1.458366813231334618e+02 9.431808600782103369e+00 2.291785030904236464e-01 8.633856473987144842e-01 1.199851667713345194e+01
2.479899585060954814e-01 9.363155428179071871e-01 1.254883184457076766e+02 1.302069426457917345e+01 2.017009858425023727e-01 7.439096295205368525e-01 1.662375486697822069e+01
2.106981418800328021e-01 8.085028490655037370e-01 1.111826300269021601e+02 1.708280056021101956e+01 1.790802188590650545e-01 6.601844013654853960e-01 2.242335616772962936e+01
1.846320761637633978e-01 7.180706869314321672e-01 1.009764647328211424e+02 2.121375083883667756e+01 1.637501204953696055e-01 6.077088764406723964e-01 2.878631289199207899e+01
1.706583075444969566e-01 6.704296461929500905e-01 9.475156365823409033e+01 2.458484992454195961e+01 1.541532756279028471e-01 5.759183056491677943e-01 3.506879029336771225e+01
1.615893720691339575e-01 6.376723910722664757e-01 8.930258547590942442e+01 2.748257242323001748e+01 1.483252239914402693e-01 5.565502704114784205e-01 4.090779297614452759e+01
1.562809857261718005e-01 6.180858651819001182e-01 8.524863500874002398e+01 2.987130002100562720e+01 1.444921022221014595e-01 5.434332450276965210e-01 4.627813923888211889e+01
1.523899461991084503e-01 6.027091513778847220e-01 8.112860535924953354e+01 3.210551510195405456e+01 1.417496122101880307e-01 5.337438238392880896e-01 5.125966558230313552e+01
1.491681470318608482e-01 5.896715667547612894e-01 7.670584329613396335e+01 3.451934255103991234e+01 1.387956075999920158e-01 5.228841502522300067e-01 5.590046489420812037e+01
1.463793525387736827e-01 5.783808621450671206e-01 7.268302543329802745e+01 3.709836633143547147e+01 1.357478892830635830e-01 5.114465858956359634e-01 6.059968854666204408e+01
1.428834290710808697e-01 5.647853567259224494e-01 6.777342779518571092e+01 4.067759537389694913e+01 1.310149482393306586e-01 4.937345955854482993e-01 6.611496654903253045e+01
1.382394529488059354e-01 5.474077423196791470e-01 6.373688587478819301e+01 4.508421383889497491e+01 1.248217216843899163e-01 4.708712905308319319e-01 7.277842330891346023e+01
1.330490003939603927e-01 5.274915479716938416e-01 5.959860428917842512e+01 5.020758594358017746e+01 1.185624976751345344e-01 4.478508457289110400e-01 7.999952192443602428e+01
1.233657164552446478e-01 4.904946594659661541e-01 5.411354479347767921e+01 5.865390103804000432e+01 1.093203729179231948e-01 4.150712681286362615e-01 8.933629881990485444e+01
